ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
12,Spicebomb,December,20ml,Woody,Him,Winter,1,10.0,45,200,2
18,Marshmallow,October,20ml,Fruity,Unisex,Winter,0,50.0,45,200,0
4,Zara Gold,March,100ml,Woody,Him,All Seasons,1,60.0,350,600,2
22,Elixir,May,20ml,Fresh,Him,Summer,1,30.0,45,200,2
13,Black Opium,April,10ml,Oriental,Him,Winter,0,10.0,30,100,4
23,Moon Sparkle,October,10ml,Gourmand,Her,Summer,0,30.0,30,100,3
4,Zara Gold,July,30ml,Woody,Him,All Seasons,1,20.0,150,300,3
12,Spicebomb,June,50ml,Woody,Him,Winter,0,50.0,200,450,2
17,Yara Candy,January,10ml,Fruity,Her,Summer,0,50.0,30,100,1
12,Spicebomb,August,10ml,Woody,Him,Winter,0,20.0,30,100,4
11,Lacoste White,June,100ml,Woody,Him,Summer,1,20.0,350,600,4
4,Zara Gold,January,5ml,Woody,Him,All Seasons,1,60.0,20,50,12
10,Invictus,March,30ml,Oriental,Him,Summer,0,10.0,150,300,0
6,Oud,September,10ml,Musk,Unisex,Winter,0,20.0,30,100,5
8,Silver Scent,September,30ml,Oriental,Him,All Seasons,1,60.0,150,300,3
17,Yara Candy,June,20ml,Fruity,Her,Summer,1,50.0,45,200,6
16,Very Sexy,October,5ml,Fruity,Her,All Seasons,1,30.0,20,50,3
15,Coconut Vanille,September,10ml,Musk,Unisex,Summer,1,50.0,30,100,5
9,Black XS L'exces,August,20ml,Oriental,Him,Summer,1,50.0,45,200,0
24,Ultra Male,March,5ml,Oriental,Him,Winter,1,20.0,20,50,8
3,Stronger With You Intensely,June,30ml,Fresh,Him,Winter,0,50.0,150,300,0
9,Black XS L'exces,October,50ml,Oriental,Him,Summer,0,20.0,200,450,3
3,Stronger With You Intensely,April,10ml,Fresh,Him,Winter,0,50.0,30,100,2
9,Black XS L'exces,August,100ml,Oriental,Him,Summer,1,30.0,350,600,5
24,Ultra Male,October,50ml,Oriental,Him,Winter,0,20.0,200,450,4
9,Black XS L'exces,July,5ml,Oriental,Him,Summer,1,50.0,20,50,0
22,Elixir,July,20ml,Fresh,Him,Summer,1,30.0,45,200,15
12,Spicebomb,March,30ml,Woody,Him,Winter,1,30.0,150,300,4
17,Yara Candy,June,30ml,Fruity,Her,Summer,1,10.0,150,300,1
11,Lacoste White,January,20ml,Woody,Him,Summer,0,20.0,45,200,2
7,Imperial Valley,February,20ml,Oriental,Him,Summer,0,20.0,45,200,1
19,Good Girl,July,30ml,Oriental,Her,All Seasons,1,50.0,150,300,6
24,Ultra Male,March,50ml,Oriental,Him,Winter,1,20.0,200,450,3
7,Imperial Valley,May,100ml,Oriental,Him,Summer,1,50.0,350,600,3
19,Good Girl,May,5ml,Oriental,Her,All Seasons,1,30.0,20,50,15
7,Imperial Valley,June,5ml,Oriental,Him,Summer,1,60.0,20,50,5
18,Marshmallow,September,30ml,Fruity,Unisex,Winter,0,50.0,150,300,6
19,Good Girl,June,20ml,Oriental,Her,All Seasons,1,20.0,45,200,6
11,Lacoste White,November,100ml,Woody,Him,Summer,0,20.0,350,600,1
18,Marshmallow,June,30ml,Fruity,Unisex,Winter,0,50.0,150,300,5
7,Imperial Valley,December,10ml,Oriental,Him,Summer,0,60.0,30,100,4
2,Stronger With You,December,100ml,Fresh,Him,All Seasons,1,60.0,350,600,0
3,Stronger With You Intensely,June,100ml,Fresh,Him,Winter,0,10.0,350,600,2
11,Lacoste White,October,5ml,Woody,Him,Summer,0,60.0,20,50,1
22,Elixir,June,100ml,Fresh,Him,Summer,1,30.0,350,600,6
4,Zara Gold,November,20ml,Woody,Him,All Seasons,1,30.0,45,200,7
11,Lacoste White,October,10ml,Woody,Him,Summer,0,50.0,30,100,9
17,Yara Candy,May,5ml,Fruity,Her,Summer,1,20.0,20,50,7
5,One Million,April,5ml,Woody,Him,All Seasons,1,50.0,20,50,3
18,Marshmallow,November,5ml,Fruity,Unisex,Winter,1,60.0,20,50,5
8,Silver Scent,July,50ml,Oriental,Him,All Seasons,1,30.0,200,450,0
20,Musk Roman,September,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,5
14,Khamra,September,100ml,Musk,Unisex,Winter,0,60.0,350,600,2
14,Khamra,February,30ml,Musk,Unisex,Winter,1,30.0,150,300,8
5,One Million,March,10ml,Woody,Him,All Seasons,1,50.0,30,100,4
12,Spicebomb,November,100ml,Woody,Him,Winter,1,10.0,350,600,1
21,Musk Pink,April,100ml,Fruity,Her,Summer,0,30.0,350,600,3
1,Le Male Elixir,November,20ml,Oriental,Him,Winter,1,50.0,45,200,8
19,Good Girl,May,10ml,Oriental,Her,All Seasons,1,50.0,30,100,14
12,Spicebomb,November,100ml,Woody,Him,Winter,1,10.0,350,600,5
18,Marshmallow,July,20ml,Fruity,Unisex,Winter,0,50.0,45,200,3
16,Very Sexy,February,30ml,Fruity,Her,All Seasons,1,20.0,150,300,4
11,Lacoste White,April,100ml,Woody,Him,Summer,0,20.0,350,600,2
8,Silver Scent,December,5ml,Oriental,Him,All Seasons,1,50.0,20,50,4
16,Very Sexy,March,10ml,Fruity,Her,All Seasons,1,60.0,30,100,13
4,Zara Gold,March,10ml,Woody,Him,All Seasons,1,30.0,30,100,4
15,Coconut Vanille,February,50ml,Musk,Unisex,Summer,0,50.0,200,450,1
3,Stronger With You Intensely,August,5ml,Fresh,Him,Winter,0,50.0,20,50,2
16,Very Sexy,October,5ml,Fruity,Her,All Seasons,1,30.0,20,50,1
16,Very Sexy,December,10ml,Fruity,Her,All Seasons,1,60.0,30,100,5
3,Stronger With You Intensely,November,20ml,Fresh,Him,Winter,1,50.0,45,200,15
19,Good Girl,November,50ml,Oriental,Her,All Seasons,1,30.0,200,450,3
10,Invictus,November,100ml,Oriental,Him,Summer,0,50.0,350,600,2
19,Good Girl,July,30ml,Oriental,Her,All Seasons,1,50.0,150,300,3
1,Le Male Elixir,October,10ml,Oriental,Him,Winter,0,50.0,30,100,6
5,One Million,August,30ml,Woody,Him,All Seasons,1,60.0,150,300,10
12,Spicebomb,February,50ml,Woody,Him,Winter,1,50.0,200,450,5
5,One Million,January,5ml,Woody,Him,All Seasons,1,50.0,20,50,3
8,Silver Scent,February,100ml,Oriental,Him,All Seasons,1,60.0,350,600,0
16,Very Sexy,May,30ml,Fruity,Her,All Seasons,1,20.0,150,300,2
4,Zara Gold,June,50ml,Woody,Him,All Seasons,1,10.0,200,450,2
17,Yara Candy,August,5ml,Fruity,Her,Summer,1,20.0,20,50,4
3,Stronger With You Intensely,July,100ml,Fresh,Him,Winter,0,10.0,350,600,1
5,One Million,May,100ml,Woody,Him,All Seasons,1,30.0,350,600,1
15,Coconut Vanille,September,100ml,Musk,Unisex,Summer,1,60.0,350,600,4
20,Musk Roman,November,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,7
5,One Million,March,5ml,Woody,Him,All Seasons,1,50.0,20,50,8
8,Silver Scent,April,20ml,Oriental,Him,All Seasons,1,10.0,45,200,1
23,Moon Sparkle,December,30ml,Gourmand,Her,Summer,0,20.0,150,300,0
24,Ultra Male,December,20ml,Oriental,Him,Winter,1,60.0,45,200,4
14,Khamra,April,20ml,Musk,Unisex,Winter,0,60.0,45,200,3
11,Lacoste White,July,20ml,Woody,Him,Summer,1,20.0,45,200,9
9,Black XS L'exces,July,50ml,Oriental,Him,Summer,1,20.0,200,450,1
15,Coconut Vanille,August,30ml,Musk,Unisex,Summer,1,20.0,150,300,9
15,Coconut Vanille,November,50ml,Musk,Unisex,Summer,0,50.0,200,450,5
8,Silver Scent,February,5ml,Oriental,Him,All Seasons,1,50.0,20,50,5
1,Le Male Elixir,July,10ml,Oriental,Him,Winter,0,50.0,30,100,3
4,Zara Gold,March,100ml,Woody,Him,All Seasons,1,60.0,350,600,2
24,Ultra Male,October,50ml,Oriental,Him,Winter,0,20.0,200,450,0
11,Lacoste White,August,50ml,Woody,Him,Summer,1,30.0,200,450,1
12,Spicebomb,September,20ml,Woody,Him,Winter,0,10.0,45,200,2
12,Spicebomb,November,20ml,Woody,Him,Winter,1,10.0,45,200,4
19,Good Girl,October,30ml,Oriental,Her,All Seasons,1,50.0,150,300,3
2,Stronger With You,November,50ml,Fresh,Him,All Seasons,1,30.0,200,450,5
2,Stronger With You,October,20ml,Fresh,Him,All Seasons,1,20.0,45,200,5
7,Imperial Valley,August,100ml,Oriental,Him,Summer,1,50.0,350,600,5
12,Spicebomb,May,20ml,Woody,Him,Winter,0,10.0,45,200,3
17,Yara Candy,May,10ml,Fruity,Her,Summer,1,50.0,30,100,5
12,Spicebomb,May,50ml,Woody,Him,Winter,0,50.0,200,450,3
11,Lacoste White,August,50ml,Woody,Him,Summer,1,30.0,200,450,8
23,Moon Sparkle,October,30ml,Gourmand,Her,Summer,0,20.0,150,300,1
4,Zara Gold,May,100ml,Woody,Him,All Seasons,1,60.0,350,600,4
14,Khamra,July,100ml,Musk,Unisex,Winter,0,60.0,350,600,2
14,Khamra,May,10ml,Musk,Unisex,Winter,0,50.0,30,100,1
12,Spicebomb,August,50ml,Woody,Him,Winter,0,50.0,200,450,2
20,Musk Roman,October,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,7
7,Imperial Valley,May,100ml,Oriental,Him,Summer,1,50.0,350,600,3
23,Moon Sparkle,May,30ml,Gourmand,Her,Summer,1,20.0,150,300,7
8,Silver Scent,March,50ml,Oriental,Him,All Seasons,1,30.0,200,450,4
14,Khamra,June,50ml,Musk,Unisex,Winter,0,10.0,200,450,6
13,Black Opium,June,100ml,Oriental,Him,Winter,0,20.0,350,600,0
21,Musk Pink,February,10ml,Fruity,Her,Summer,0,50.0,30,100,3
11,Lacoste White,December,5ml,Woody,Him,Summer,0,60.0,20,50,1
7,Imperial Valley,November,50ml,Oriental,Him,Summer,0,10.0,200,450,0
1,Le Male Elixir,April,30ml,Oriental,Him,Winter,0,30.0,150,300,1
9,Black XS L'exces,December,100ml,Oriental,Him,Summer,0,30.0,350,600,2
20,Musk Roman,April,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,1
1,Le Male Elixir,June,5ml,Oriental,Him,Winter,0,10.0,20,50,3
22,Elixir,February,20ml,Fresh,Him,Summer,0,30.0,45,200,2
14,Khamra,August,30ml,Musk,Unisex,Winter,0,30.0,150,300,2
4,Zara Gold,June,100ml,Woody,Him,All Seasons,1,60.0,350,600,3
8,Silver Scent,April,50ml,Oriental,Him,All Seasons,1,30.0,200,450,7
14,Khamra,April,50ml,Musk,Unisex,Winter,0,10.0,200,450,1
8,Silver Scent,December,20ml,Oriental,Him,All Seasons,1,10.0,45,200,1
3,Stronger With You Intensely,September,30ml,Fresh,Him,Winter,0,50.0,150,300,3
16,Very Sexy,February,5ml,Fruity,Her,All Seasons,1,30.0,20,50,10
17,Yara Candy,February,50ml,Fruity,Her,Summer,0,60.0,200,450,3
3,Stronger With You Intensely,January,5ml,Fresh,Him,Winter,1,50.0,20,50,11
7,Imperial Valley,March,10ml,Oriental,Him,Summer,0,60.0,30,100,2
6,Oud,September,5ml,Musk,Unisex,Winter,0,30.0,20,50,5
16,Very Sexy,January,100ml,Fruity,Her,All Seasons,1,20.0,350,600,7
18,Marshmallow,March,10ml,Fruity,Unisex,Winter,1,10.0,30,100,7
18,Marshmallow,January,10ml,Fruity,Unisex,Winter,1,10.0,30,100,1
23,Moon Sparkle,August,100ml,Gourmand,Her,Summer,1,10.0,350,600,1
19,Good Girl,October,10ml,Oriental,Her,All Seasons,1,50.0,30,100,15
8,Silver Scent,July,30ml,Oriental,Him,All Seasons,1,60.0,150,300,5
3,Stronger With You Intensely,November,5ml,Fresh,Him,Winter,1,50.0,20,50,6
15,Coconut Vanille,September,20ml,Musk,Unisex,Summer,1,10.0,45,200,0
22,Elixir,October,100ml,Fresh,Him,Summer,0,30.0,350,600,4
24,Ultra Male,April,10ml,Oriental,Him,Winter,0,30.0,30,100,3
6,Oud,November,20ml,Musk,Unisex,Winter,1,10.0,45,200,4
6,Oud,August,100ml,Musk,Unisex,Winter,0,10.0,350,600,0
1,Le Male Elixir,February,30ml,Oriental,Him,Winter,1,30.0,150,300,6
4,Zara Gold,January,100ml,Woody,Him,All Seasons,1,60.0,350,600,6
14,Khamra,November,20ml,Musk,Unisex,Winter,1,60.0,45,200,11
14,Khamra,April,10ml,Musk,Unisex,Winter,0,50.0,30,100,1
9,Black XS L'exces,June,5ml,Oriental,Him,Summer,1,50.0,20,50,6
8,Silver Scent,October,20ml,Oriental,Him,All Seasons,1,10.0,45,200,10
20,Musk Roman,October,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,10
12,Spicebomb,January,30ml,Woody,Him,Winter,1,30.0,150,300,1
20,Musk Roman,August,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,3
24,Ultra Male,November,5ml,Oriental,Him,Winter,1,20.0,20,50,4
8,Silver Scent,May,30ml,Oriental,Him,All Seasons,1,60.0,150,300,0
5,One Million,July,30ml,Woody,Him,All Seasons,1,60.0,150,300,4
23,Moon Sparkle,April,10ml,Gourmand,Her,Summer,0,30.0,30,100,2
16,Very Sexy,September,50ml,Fruity,Her,All Seasons,1,60.0,200,450,6
7,Imperial Valley,February,20ml,Oriental,Him,Summer,0,20.0,45,200,7
15,Coconut Vanille,July,10ml,Musk,Unisex,Summer,1,50.0,30,100,9
13,Black Opium,May,20ml,Oriental,Him,Winter,0,50.0,45,200,2
22,Elixir,August,100ml,Fresh,Him,Summer,1,30.0,350,600,3
7,Imperial Valley,June,30ml,Oriental,Him,Summer,1,50.0,150,300,3
24,Ultra Male,December,100ml,Oriental,Him,Winter,1,30.0,350,600,4
23,Moon Sparkle,December,100ml,Gourmand,Her,Summer,0,10.0,350,600,1
5,One Million,April,10ml,Woody,Him,All Seasons,1,50.0,30,100,4
4,Zara Gold,January,5ml,Woody,Him,All Seasons,1,60.0,20,50,8
13,Black Opium,June,50ml,Oriental,Him,Winter,0,20.0,200,450,3
2,Stronger With You,August,20ml,Fresh,Him,All Seasons,1,20.0,45,200,6
8,Silver Scent,October,20ml,Oriental,Him,All Seasons,1,10.0,45,200,4
11,Lacoste White,July,5ml,Woody,Him,Summer,1,60.0,20,50,5
24,Ultra Male,August,5ml,Oriental,Him,Winter,0,20.0,20,50,3
24,Ultra Male,January,100ml,Oriental,Him,Winter,1,30.0,350,600,8
4,Zara Gold,October,5ml,Woody,Him,All Seasons,1,60.0,20,50,6
22,Elixir,April,100ml,Fresh,Him,Summer,0,30.0,350,600,0
3,Stronger With You Intensely,May,10ml,Fresh,Him,Winter,0,50.0,30,100,3
18,Marshmallow,June,5ml,Fruity,Unisex,Winter,0,60.0,20,50,7
21,Musk Pink,January,30ml,Fruity,Her,Summer,0,30.0,150,300,5
22,Elixir,June,5ml,Fresh,Him,Summer,1,10.0,20,50,3
6,Oud,May,10ml,Musk,Unisex,Winter,0,20.0,30,100,12
22,Elixir,March,5ml,Fresh,Him,Summer,0,10.0,20,50,3
3,Stronger With You Intensely,March,5ml,Fresh,Him,Winter,1,50.0,20,50,3
13,Black Opium,January,5ml,Oriental,Him,Winter,1,30.0,20,50,8
12,Spicebomb,November,100ml,Woody,Him,Winter,1,10.0,350,600,5
8,Silver Scent,April,5ml,Oriental,Him,All Seasons,1,50.0,20,50,8
1,Le Male Elixir,November,10ml,Oriental,Him,Winter,1,50.0,30,100,5
19,Good Girl,November,5ml,Oriental,Her,All Seasons,1,30.0,20,50,8
9,Black XS L'exces,June,5ml,Oriental,Him,Summer,1,50.0,20,50,3
16,Very Sexy,October,5ml,Fruity,Her,All Seasons,1,30.0,20,50,2
10,Invictus,March,5ml,Oriental,Him,Summer,0,30.0,20,50,2
9,Black XS L'exces,March,5ml,Oriental,Him,Summer,0,50.0,20,50,3
22,Elixir,November,20ml,Fresh,Him,Summer,0,30.0,45,200,1
3,Stronger With You Intensely,August,20ml,Fresh,Him,Winter,0,50.0,45,200,0
18,Marshmallow,September,10ml,Fruity,Unisex,Winter,0,10.0,30,100,6
18,Marshmallow,December,10ml,Fruity,Unisex,Winter,1,10.0,30,100,3
10,Invictus,January,20ml,Oriental,Him,Summer,0,30.0,45,200,3
7,Imperial Valley,March,20ml,Oriental,Him,Summer,0,20.0,45,200,2
1,Le Male Elixir,December,5ml,Oriental,Him,Winter,1,10.0,20,50,2
23,Moon Sparkle,February,100ml,Gourmand,Her,Summer,0,10.0,350,600,1
23,Moon Sparkle,June,20ml,Gourmand,Her,Summer,1,50.0,45,200,7
6,Oud,January,20ml,Musk,Unisex,Winter,1,10.0,45,200,8
1,Le Male Elixir,April,30ml,Oriental,Him,Winter,0,30.0,150,300,2
3,Stronger With You Intensely,March,10ml,Fresh,Him,Winter,1,50.0,30,100,11
2,Stronger With You,April,30ml,Fresh,Him,All Seasons,1,10.0,150,300,8
20,Musk Roman,October,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,3
22,Elixir,April,100ml,Fresh,Him,Summer,0,30.0,350,600,1
4,Zara Gold,October,10ml,Woody,Him,All Seasons,1,30.0,30,100,11
18,Marshmallow,November,5ml,Fruity,Unisex,Winter,1,60.0,20,50,7
5,One Million,July,5ml,Woody,Him,All Seasons,1,50.0,20,50,10
9,Black XS L'exces,July,10ml,Oriental,Him,Summer,1,50.0,30,100,1
15,Coconut Vanille,May,30ml,Musk,Unisex,Summer,1,20.0,150,300,1
18,Marshmallow,September,20ml,Fruity,Unisex,Winter,0,50.0,45,200,2
21,Musk Pink,October,10ml,Fruity,Her,Summer,0,50.0,30,100,3
2,Stronger With You,November,10ml,Fresh,Him,All Seasons,1,50.0,30,100,7
5,One Million,March,30ml,Woody,Him,All Seasons,1,60.0,150,300,4
7,Imperial Valley,September,100ml,Oriental,Him,Summer,1,50.0,350,600,3
8,Silver Scent,February,50ml,Oriental,Him,All Seasons,1,30.0,200,450,1
24,Ultra Male,June,10ml,Oriental,Him,Winter,0,30.0,30,100,4
19,Good Girl,February,30ml,Oriental,Her,All Seasons,1,50.0,150,300,8
8,Silver Scent,July,30ml,Oriental,Him,All Seasons,1,60.0,150,300,5
24,Ultra Male,November,50ml,Oriental,Him,Winter,1,20.0,200,450,0
12,Spicebomb,October,20ml,Woody,Him,Winter,0,10.0,45,200,2
13,Black Opium,September,20ml,Oriental,Him,Winter,0,50.0,45,200,1
11,Lacoste White,July,20ml,Woody,Him,Summer,1,20.0,45,200,11
4,Zara Gold,August,10ml,Woody,Him,All Seasons,1,30.0,30,100,12
23,Moon Sparkle,February,100ml,Gourmand,Her,Summer,0,10.0,350,600,0
1,Le Male Elixir,September,20ml,Oriental,Him,Winter,0,50.0,45,200,0
5,One Million,September,100ml,Woody,Him,All Seasons,1,30.0,350,600,8
6,Oud,February,20ml,Musk,Unisex,Winter,1,10.0,45,200,10
7,Imperial Valley,August,50ml,Oriental,Him,Summer,1,10.0,200,450,6
4,Zara Gold,May,50ml,Woody,Him,All Seasons,1,10.0,200,450,3
1,Le Male Elixir,July,50ml,Oriental,Him,Winter,0,30.0,200,450,2
17,Yara Candy,October,50ml,Fruity,Her,Summer,0,60.0,200,450,2
24,Ultra Male,April,50ml,Oriental,Him,Winter,0,20.0,200,450,4
3,Stronger With You Intensely,December,10ml,Fresh,Him,Winter,1,50.0,30,100,15
8,Silver Scent,June,5ml,Oriental,Him,All Seasons,1,50.0,20,50,13
13,Black Opium,July,100ml,Oriental,Him,Winter,0,20.0,350,600,0
23,Moon Sparkle,January,100ml,Gourmand,Her,Summer,0,10.0,350,600,1
17,Yara Candy,February,10ml,Fruity,Her,Summer,0,50.0,30,100,3
19,Good Girl,April,5ml,Oriental,Her,All Seasons,1,30.0,20,50,5
14,Khamra,December,100ml,Musk,Unisex,Winter,1,60.0,350,600,1
11,Lacoste White,April,5ml,Woody,Him,Summer,0,60.0,20,50,3
5,One Million,May,5ml,Woody,Him,All Seasons,1,50.0,20,50,15
21,Musk Pink,November,100ml,Fruity,Her,Summer,0,30.0,350,600,4
20,Musk Roman,April,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,8
1,Le Male Elixir,October,30ml,Oriental,Him,Winter,0,30.0,150,300,4
18,Marshmallow,February,30ml,Fruity,Unisex,Winter,1,50.0,150,300,8
3,Stronger With You Intensely,February,50ml,Fresh,Him,Winter,1,30.0,200,450,0
18,Marshmallow,January,30ml,Fruity,Unisex,Winter,1,50.0,150,300,0
20,Musk Roman,February,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,5
4,Zara Gold,August,50ml,Woody,Him,All Seasons,1,10.0,200,450,0
11,Lacoste White,February,10ml,Woody,Him,Summer,0,50.0,30,100,3
3,Stronger With You Intensely,August,30ml,Fresh,Him,Winter,0,50.0,150,300,2
14,Khamra,August,10ml,Musk,Unisex,Winter,0,50.0,30,100,12
23,Moon Sparkle,March,30ml,Gourmand,Her,Summer,0,20.0,150,300,0
2,Stronger With You,January,10ml,Fresh,Him,All Seasons,1,50.0,30,100,4
10,Invictus,February,100ml,Oriental,Him,Summer,0,50.0,350,600,6
24,Ultra Male,February,10ml,Oriental,Him,Winter,1,30.0,30,100,13
8,Silver Scent,July,10ml,Oriental,Him,All Seasons,1,20.0,30,100,0
4,Zara Gold,December,5ml,Woody,Him,All Seasons,1,60.0,20,50,9
12,Spicebomb,June,30ml,Woody,Him,Winter,0,30.0,150,300,0
13,Black Opium,August,20ml,Oriental,Him,Winter,0,50.0,45,200,5
16,Very Sexy,April,50ml,Fruity,Her,All Seasons,1,60.0,200,450,2
8,Silver Scent,February,20ml,Oriental,Him,All Seasons,1,10.0,45,200,2
23,Moon Sparkle,March,10ml,Gourmand,Her,Summer,0,30.0,30,100,3
13,Black Opium,June,10ml,Oriental,Him,Winter,0,10.0,30,100,3
7,Imperial Valley,November,10ml,Oriental,Him,Summer,0,60.0,30,100,0
24,Ultra Male,March,50ml,Oriental,Him,Winter,1,20.0,200,450,0
23,Moon Sparkle,December,5ml,Gourmand,Her,Summer,0,10.0,20,50,7
12,Spicebomb,August,100ml,Woody,Him,Winter,0,10.0,350,600,2
1,Le Male Elixir,May,10ml,Oriental,Him,Winter,0,50.0,30,100,2
15,Coconut Vanille,August,5ml,Musk,Unisex,Summer,1,50.0,20,50,4
14,Khamra,September,30ml,Musk,Unisex,Winter,0,30.0,150,300,5
4,Zara Gold,September,50ml,Woody,Him,All Seasons,1,10.0,200,450,7
16,Very Sexy,November,30ml,Fruity,Her,All Seasons,1,20.0,150,300,3
21,Musk Pink,August,20ml,Fruity,Her,Summer,1,50.0,45,200,2
3,Stronger With You Intensely,January,10ml,Fresh,Him,Winter,1,50.0,30,100,7
18,Marshmallow,May,100ml,Fruity,Unisex,Winter,0,50.0,350,600,3
4,Zara Gold,November,20ml,Woody,Him,All Seasons,1,30.0,45,200,2
18,Marshmallow,March,20ml,Fruity,Unisex,Winter,1,50.0,45,200,9
11,Lacoste White,June,10ml,Woody,Him,Summer,1,50.0,30,100,15
1,Le Male Elixir,July,50ml,Oriental,Him,Winter,0,30.0,200,450,1
24,Ultra Male,July,100ml,Oriental,Him,Winter,0,30.0,350,600,0
4,Zara Gold,November,30ml,Woody,Him,All Seasons,1,20.0,150,300,2
15,Coconut Vanille,July,50ml,Musk,Unisex,Summer,1,50.0,200,450,1
5,One Million,January,50ml,Woody,Him,All Seasons,1,30.0,200,450,0
23,Moon Sparkle,March,10ml,Gourmand,Her,Summer,0,30.0,30,100,6
18,Marshmallow,August,20ml,Fruity,Unisex,Winter,0,50.0,45,200,0
20,Musk Roman,October,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,11
11,Lacoste White,August,20ml,Woody,Him,Summer,1,20.0,45,200,2
12,Spicebomb,September,100ml,Woody,Him,Winter,0,10.0,350,600,2
16,Very Sexy,March,50ml,Fruity,Her,All Seasons,1,60.0,200,450,9
19,Good Girl,February,30ml,Oriental,Her,All Seasons,1,50.0,150,300,11
21,Musk Pink,December,5ml,Fruity,Her,Summer,0,30.0,20,50,1
1,Le Male Elixir,July,20ml,Oriental,Him,Winter,0,50.0,45,200,4
16,Very Sexy,September,50ml,Fruity,Her,All Seasons,1,60.0,200,450,1
3,Stronger With You Intensely,December,30ml,Fresh,Him,Winter,1,50.0,150,300,11
7,Imperial Valley,March,30ml,Oriental,Him,Summer,0,50.0,150,300,0
20,Musk Roman,November,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,1
7,Imperial Valley,May,100ml,Oriental,Him,Summer,1,50.0,350,600,2
20,Musk Roman,August,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,1
12,Spicebomb,May,30ml,Woody,Him,Winter,0,30.0,150,300,3
6,Oud,March,100ml,Musk,Unisex,Winter,1,10.0,350,600,5
9,Black XS L'exces,November,10ml,Oriental,Him,Summer,0,50.0,30,100,4
13,Black Opium,May,5ml,Oriental,Him,Winter,0,30.0,20,50,3
19,Good Girl,January,50ml,Oriental,Her,All Seasons,1,30.0,200,450,3
15,Coconut Vanille,February,50ml,Musk,Unisex,Summer,0,50.0,200,450,2
23,Moon Sparkle,December,10ml,Gourmand,Her,Summer,0,30.0,30,100,1
